EmployeeID,FirstName,Department,JobRole,Age,Gender,MaritalStatus,Education,State,City,HireDate,TerminationDate,Attrition,MonthlySalary,AnnualSalary,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHomeKM,NumCompaniesWorked,TrainingHoursLastYear
112970,Employee112970,Emergency,Paramedic,46,Female,Single,High School,NJ,Jersey City,2016-04-22,2021-10-20,Yes,5058.33,60700.0,2,2.0,2,Yes,14.2,1,31
113089,Employee113089,Patient Support,Intake Specialist,50,Female,Single,Associate Degree,CT,New Haven,2023-11-04,,No,6475.0,77700.0,4,5.0,1,No,11.5,5,26
108296,Employee108296,Nursing,Charge Nurse,40,Female,Divorced,Master's Degree,PA,Pittsburgh,2018-04-10,,No,8016.67,96200.0,3,2.0,3,No,4.8,3,36
103664,Employee103664,Lab Services,Phlebotomist,31,Female,Married,Associate Degree,NJ,Newark,2025-10-06,,No,3700.0,44400.0,2,5.0,3,No,4.2,0,29
106515,Employee106515,Nursing,Charge Nurse,22,Male,Single,Associate Degree,PA,Philadelphia,2024-12-28,,No,6366.67,76400.0,2,2.0,3,Yes,11.1,3,26
101904,Employee101904,Emergency,ER Nurse,28,Female,Divorced,Bachelor's Degree,NJ,Newark,2014-09-21,,No,6750.0,81000.0,3,4.0,1,No,37.0,1,58
109602,Employee109602,Patient Support,Patient Coordinator,26,Male,Married,Associate Degree,CT,Hartford,2017-03-23,,No,4325.0,51900.0,2,3.0,3,No,5.4,2,32
110831,Employee110831,Surgery,Surgical Tech,47,Female,Single,Master's Degree,MA,Boston,2014-03-30,2018-11-07,Yes,6425.0,77100.0,2,2.0,2,Yes,25.7,4,8
112426,Employee112426,IT,Data Analyst,31,Female,Single,Associate Degree,MA,Worcester,2020-08-04,,No,6541.67,78500.0,2,4.0,4,No,18.2,1,8
103286,Employee103286,Pharmacy,Pharmacist,21,Female,Married,Associate Degree,CT,Stamford,2018-03-02,,No,7508.33,90100.0,5,1.0,1,No,12.8,5,14
105495,Employee105495,Radiology,Radiologist,42,Female,Divorced,Bachelor's Degree,MA,Worcester,2022-05-23,2025-03-05,Yes,10425.0,125100.0,2,1.0,2,No,17.1,4,45
107035,Employee107035,IT,IT Support,21,Male,Married,Bachelor's Degree,NY,Albany,2025-01-06,,No,4741.67,56900.0,4,2.0,4,No,19.5,3,47
108135,Employee108135,Radiology,Radiologist,22,Female,Single,Doctorate,NY,Buffalo,2024-01-28,,No,12466.67,149600.0,2,4.0,2,No,8.4,4,50
104939,Employee104939,Nursing,ICU Nurse,37,Male,Married,Bachelor's Degree,PA,Allentown,2018-08-03,,No,6425.0,77100.0,4,3.0,2,Yes,15.4,1,32
103637,Employee103637,Surgery,Surgeon,40,Female,Divorced,Associate Degree,CT,Stamford,2021-08-21,,No,9658.33,115900.0,1,1.0,3,No,1.0,1,15
111946,Employee111946,IT,Systems Analyst,36,Female,Married,Associate Degree,NJ,Jersey City,2019-01-25,,No,6908.33,82900.0,1,3.0,3,No,8.9,2,30
109920,Employee109920,Radiology,Radiologic Technologist,25,Male,Divorced,Master's Degree,MA,Worcester,2018-03-30,,No,6991.67,83900.0,1,2.0,2,Yes,1.3,4,48
107081,Employee107081,Surgery,Surgeon,44,Female,Married,Associate Degree,CT,Hartford,2024-04-05,2025-02-18,Yes,9350.0,112200.0,3,4.0,2,Yes,17.3,2,4
110582,Employee110582,Patient Support,Intake Specialist,38,Female,Divorced,High School,NJ,Jersey City,2022-11-28,,No,7050.0,84600.0,5,2.0,2,Yes,6.8,3,0
101493,Employee101493,Patient Support,Intake Specialist,30,Female,Single,Master's Degree,MA,Springfield,2016-05-12,,No,8100.0,97200.0,4,2.0,2,No,11.3,2,19
111725,Employee111725,Administration,Admin Assistant,38,Male,Single,Associate Degree,CT,New Haven,2019-03-19,,No,4958.33,59500.0,3,2.0,4,Yes,15.4,1,37
101403,Employee101403,Human Resources,HR Manager,29,Female,Married,Associate Degree,CT,New Haven,2019-11-27,,No,10933.33,131200.0,3,3.0,3,No,12.7,1,14
114772,Employee114772,Lab Services,Lab Technician,42,Female,Single,Bachelor's Degree,CT,Hartford,2021-08-02,,No,4733.33,56800.0,3,2.0,2,No,1.0,2,28
101610,Employee101610,Surgery,Surgeon,46,Female,Divorced,Master's Degree,CT,Stamford,2015-10-03,,No,11166.67,134000.0,4,3.0,2,No,7.8,0,40
103548,Employee103548,IT,IT Support,45,Male,Divorced,High School,NY,Albany,2024-10-14,,No,4308.33,51700.0,2,4.0,4,No,1.0,3,55
109974,Employee109974,Facilities,Maintenance Tech,28,Non-Binary,Divorced,Master's Degree,MA,Worcester,2014-08-08,,No,6008.33,72100.0,4,2.0,3,Yes,32.9,4,22
101393,Employee101393,Pharmacy,Pharmacy Technician,35,Female,Divorced,Master's Degree,MA,Springfield,2024-04-11,,No,5858.33,70300.0,3,4.0,4,No,1.6,2,26
100433,Employee100433,Pharmacy,Pharmacist,30,Female,Single,Associate Degree,CT,Stamford,2024-05-21,,No,7116.67,85400.0,2,1.0,2,Yes,8.6,4,10
102823,Employee102823,Surgery,Anesthesiologist,31,Female,Divorced,Bachelor's Degree,PA,Allentown,2022-10-23,,No,10741.67,128900.0,5,1.0,3,No,1.3,5,26
101735,Employee101735,Facilities,Custodian,36,Female,Married,Associate Degree,NJ,Jersey City,2014-01-14,2021-03-04,Yes,5525.0,66300.0,2,2.0,2,Yes,12.7,1,26
103784,Employee103784,Pharmacy,Pharmacist,27,Female,Married,Bachelor's Degree,PA,Allentown,2024-05-18,,No,7050.0,84600.0,3,1.0,2,Yes,20.3,2,0
105297,Employee105297,Surgery,Surgeon,21,Female,Single,Master's Degree,CT,New Haven,2025-09-24,,No,11183.33,134200.0,4,3.0,2,Yes,8.1,2,13
109896,Employee109896,Radiology, Radiologic Technologist  ,34,Male,,,CT,New Haven,2022-06-16,,No,6408.33,76900.0,2,,1,Yes,,1,35
103683,Employee103683,Pharmacy,Pharmacist,46,Female,Married,Bachelor's Degree,NJ,Trenton,2025-03-03,,No,6666.67,80000.0,2,3.0,3,Yes,25.4,4,30
103581,Employee103581,Finance,Financial Analyst,36,Male,Married,Bachelor's Degree,CT,New Haven,2015-01-07,,No,7391.67,88700.0,3,1.0,2,No,1.0,6,33
111098,Employee111098,Pharmacy,Pharmacy Technician,46,Female,Divorced,Associate Degree,CT,Stamford,2020-06-30,,No,4566.67,54800.0,1,2.0,3,Yes,26.9,0,41
103423,Employee103423,Pharmacy,Pharmacist,57,Female,Single,Master's Degree,CT,Hartford,2019-09-25,,No,7416.67,89000.0,2,2.0,2,No,8.9,2,3
103967,Employee103967,Nursing,Nurse Practitioner,43,Male,Married,Bachelor's Degree,PA,Allentown,2016-04-14,,No,7925.0,95100.0,3,2.0,4,Yes,8.6,1,17
102109,Employee102109,Finance,Accountant,44,Female,Divorced,Bachelor's Degree,CT,Stamford,2022-10-05,,No,5208.33,62500.0,3,3.0,4,No,2.5,1,30
105885,Employee105885,Emergency,Paramedic,40,Female,Divorced,Master's Degree,NY,Syracuse,2017-08-05,,No,5450.0,65400.0,1,1.0,2,No,12.2,1,35
107320,Employee107320,Facilities,Facilities Manager,41,Female,Divorced,Bachelor's Degree,PA,Pittsburgh,2014-05-04,,No,10166.67,122000.0,4,1.0,3,No,7.2,3,43
106384,Employee106384,Radiology,Radiologist,47,Female,Married,Master's Degree,CT,Stamford,2025-04-29,,No,11366.67,136400.0,4,2.0,2,Yes,4.4,2,22
113320,Employee113320,Human Resources,Benefits Coordinator,36,Female,Married,Bachelor's Degree,CT,Stamford,2017-02-22,,No,5541.67,66500.0,1,3.0,2,Yes,16.3,3,28
108450,Employee108450,Emergency,ER Physician,37,Female,Single,Bachelor's Degree,CT,Stamford,2014-11-14,,No,11066.67,132800.0,3,4.0,1,No,8.2,4,54
100043,Employee100043,Radiology,Radiologist,51,Female,Single,Bachelor's Degree,MA,Boston,2014-05-01,,No,10466.67,125600.0,3,3.0,2,Yes,3.4,1,24
112508,Employee112508,Radiology,Radiologic Technologist,47,Non-Binary,Married,Bachelor's Degree,CT,Hartford,2016-05-01,,No,6275.0,75300.0,2,4.0,2,No,8.3,4,22
109142,Employee109142,Emergency,ER Nurse,47,Female,Divorced,Bachelor's Degree,NJ,Trenton,2020-10-09,,No,6091.67,73100.0,5,4.0,3,No,4.7,1,58
104791,Employee104791,Facilities,Custodian,32,Female,Single,Associate Degree,PA,Pittsburgh,2019-12-24,,No,4333.33,52000.0,4,3.0,3,No,5.9,3,28
107624,Employee107624,Pharmacy,Pharmacy Technician,38,Female,Married,Bachelor's Degree,PA,Philadelphia,2014-11-23,,No,5408.33,64900.0,2,3.0,2,No,3.4,1,34
111557,Employee111557,Nursing,Staff Nurse,41,Male,Divorced,Master's Degree,CT,Stamford,2018-01-09,,No,7533.33,90400.0,2,4.0,2,Yes,3.2,2,45
112940,Employee112940,Surgery,Anesthesiologist,44,Female,,,NJ,Trenton,2023-01-03,,No,10016.67,120200.0,4,,2,No,,1,13
112862,Employee112862,Facilities,Facilities Manager,47,Female,Single,Bachelor's Degree,PA,Philadelphia,2024-05-01,,No,10491.67,125900.0,5,2.0,3,No,17.1,1,37
108452,Employee108452,Administration,Records Clerk,48,Female,Married,Bachelor's Degree,PA,Allentown,2017-07-04,,No,4975.0,59700.0,3,4.0,1,No,7.9,2,19
102977,Employee102977,Nursing,Charge Nurse,37,Male,Single,Bachelor's Degree,CT,New Haven,2014-11-16,2021-07-29,Yes,7925.0,95100.0,2,2.0,3,Yes,12.5,0,10
109368,Employee109368,Administration,Records Clerk,33,Female,Divorced,Master's Degree,MA,Boston,2019-08-23,,No,5241.67,62900.0,2,4.0,2,Yes,25.6,3,14
103475,Employee103475,Finance,Billing Specialist,39,Female,Married,Bachelor's Degree,NY,Syracuse,2017-04-06,,No,7350.0,88200.0,2,2.0,2,No,39.2,0,24
108390,Employee108390,Nursing,Nurse Practitioner,48,Female,Married,Bachelor's Degree,NY,Albany,2019-07-02,,No,7658.33,91900.0,4,1.0,4,Yes,11.3,3,51
100706,Employee100706,Nursing,ICU Nurse,33,Female,Single,Doctorate,CT,Hartford,2017-07-21,,No,8741.67,104900.0,2,1.0,4,No,29.6,2,36
103854,Employee103854,Human Resources,Recruiter,28,Male,Single,Associate Degree,NJ,Newark,2020-01-28,2021-09-18,Yes,5175.0,62100.0,1,3.0,3,No,19.1,1,28
108933,Employee108933,Facilities,Maintenance Tech,35,Male,Married,Master's Degree,NY,Buffalo,2018-09-10,,No,5525.0,66300.0,3,3.0,3,Yes,8.3,3,29
104614,Employee104614,Surgery,Surgical Tech,52,Male,Divorced,Bachelor's Degree,PA,Allentown,2025-01-10,,No,4483.33,53800.0,4,3.0,4,No,49.6,2,30
114352,Employee114352,Nursing,Charge Nurse,42,Male,Divorced,Bachelor's Degree,NJ,Newark,2024-05-22,,No,7558.33,90700.0,3,1.0,2,No,2.1,3,48
110445,Employee110445,Facilities,Maintenance Tech,25,Female,Married,Associate Degree,NJ,Newark,2020-09-11,,No,5033.33,60400.0,5,3.0,3,Yes,17.9,2,35
106027,Employee106027,Nursing,Staff Nurse,21,Female,Single,Associate Degree,NY,Syracuse,2016-05-19,2022-02-10,Yes,6425.0,77100.0,3,2.0,2,No,27.7,1,31
101214,Employee101214,Human Resources, Recruiter  ,37,Female,Married,Bachelor's Degree,MA,Worcester,2020-04-05,,No,4483.33,53800.0,3,3.0,3,No,4.5,2,14
112979,Employee112979,Human Resources,HR Generalist,56,Female,Single,Associate Degree,MA,Worcester,2023-09-28,2025-09-28,Yes,4083.33,49000.0,2,3.0,2,Yes,9.3,3,19
106427,Employee106427,Radiology,Radiologist,24,Male,Single,Bachelor's Degree,MA,Boston,2016-01-30,2018-09-04,Yes,10408.33,124900.0,2,2.0,2,No,33.1,0,27
112047,Employee112047,SURGERY,Surgical Tech,46,Male,Married,Master's Degree,MA,Boston,2018-12-03,,No,5983.33,71800.0,3,2.0,3,Yes,26.0,3,32
107619,Employee107619,Nursing,Charge Nurse,42,Male,Single,Associate Degree,MA,Worcester,2022-03-23,,No,6916.67,83000.0,4,1.0,4,No,4.4,5,21
107548,Employee107548,Lab Services,Lab Technician,35,Male,Married,Bachelor's Degree,CT,New Haven,2015-02-19,,No,5400.0,64800.0,2,3.0,3,No,13.4,1,27
107172,Employee107172,Patient Support,Patient Coordinator,33,Non-Binary,Married,Bachelor's Degree,MA,Worcester,2018-01-20,,No,4858.33,58300.0,3,1.0,2,No,2.9,4,21
107052,Employee107052,Finance,Financial Analyst,41,Female,Single,Master's Degree,NJ,Jersey City,2019-10-17,2021-11-19,Yes,7691.67,92300.0,2,2.0,3,No,3.3,2,6
114741,Employee114741,IT,Systems Analyst,34,male,Married,Master's Degree,MA,Springfield,2015-06-21,,No,8041.67,96500.0,3,2.0,4,Yes,3.4,0,15
106063,Employee106063,Radiology,Radiologist,21,Male,Married,Master's Degree,NJ,Jersey City,2015-01-24,,No,11058.33,132700.0,3,2.0,2,No,1.6,1,0
110764,Employee110764,Lab Services,Lab Technician,41,Male,Married,Bachelor's Degree,MA,Boston,2020-11-09,2022-01-20,Yes,5250.0,63000.0,3,3.0,3,No,8.7,1,39
100113,Employee100113,Nursing,Charge Nurse,37,Female,Married,Bachelor's Degree,NJ,Newark,2016-07-26,,No,8050.0,96600.0,3,3.0,2,No,2.0,3,30
100134,Employee100134,Pharmacy,Pharmacist,28,Female,Divorced,Bachelor's Degree,PA,Pittsburgh,2025-10-07,,No,7175.0,86100.0,3,4.0,3,No,13.2,2,34
104950,Employee104950,LAB SERVICES,Lab Manager,54,Female,Divorced,Master's Degree,PA,Pittsburgh,2015-08-10,,No,12133.33,145600.0,1,4.0,2,Yes,4.7,4,19
103798,Employee103798,Human Resources,Benefits Coordinator,23,Female,Married,Bachelor's Degree,CT,Stamford,2024-02-05,,No,4516.67,54200.0,2,2.0,4,No,1.0,4,27
108374,Employee108374,Human Resources,Recruiter,21,Male,Divorced,Bachelor's Degree,MA,Worcester,2018-07-22,,No,4950.0,59400.0,3,1.0,2,No,2.9,5,17
102458,Employee102458,Human Resources,Benefits Coordinator,53,Male,Single,Bachelor's Degree,NJ,Newark,2023-09-10,,No,5300.0,63600.0,1,3.0,2,Yes,25.3,2,20
103472,Employee103472,Emergency,ER Nurse,35,Female,Married,Master's Degree,MA,Worcester,2015-06-02,,No,7225.0,86700.0,2,2.0,3,No,19.4,4,30
101359,Employee101359,Lab Services,Phlebotomist,39,Female,Divorced,Bachelor's Degree,NY,Syracuse,2017-02-25,,No,4941.67,59300.0,3,3.0,3,No,4.5,3,46
112092,Employee112092,Patient Support,Case Manager,46,Male,Single,Bachelor's Degree,NY,Syracuse,2020-01-29,,No,10733.33,128800.0,1,4.0,3,No,1.7,3,15
103111,Employee103111,Facilities,Facilities Manager,43,Male,Single,Bachelor's Degree,CT,New Haven,2025-12-14,,No,9925.0,119100.0,4,3.0,2,No,14.3,5,38
113667,Employee113667,IT,Network Engineer,37,Female,Divorced,Bachelor's Degree,CT,Stamford,2015-09-25,,No,6825.0,81900.0,4,4.0,3,No,25.7,0,14
104144,Employee104144,Finance,Accountant,45,Female,Divorced,Bachelor's Degree,CT,Hartford,2022-04-14,,No,4941.67,59300.0,2,4.0,4,No,54.1,1,41
105903,Employee105903,Patient Support,Case Manager,48,Female,Married,,NY,Syracuse,2020-09-18,,No,10308.33,123700.0,3,2.0,3,No,,1,33
111654,Employee111654,Patient Support,Intake Specialist,21,Male,Divorced,Master's Degree,PA,Philadelphia,2025-11-27,,No,8375.0,100500.0,3,2.0,3,No,23.3,0,36
102729,Employee102729,Nursing,Staff Nurse,34,Female,Divorced,Associate Degree,PA,Pittsburgh,2015-05-10,,No,6791.67,81500.0,3,4.0,2,No,21.8,2,27
109678,Employee109678,Surgery,Surgeon,21,Female,Divorced,Associate Degree,PA,Pittsburgh,2023-06-07,2025-05-31,Yes,9766.67,117200.0,3,2.0,1,No,16.9,4,25
100492,Employee100492,IT,Network Engineer,33,Male,Married,High School,NJ,Trenton,2019-06-06,2022-06-04,Yes,5675.0,68100.0,2,2.0,3,No,3.6,0,19
103420,Employee103420,Lab Services,Lab Manager,35,Female,Single,Bachelor's Degree,NY,Rochester,2014-06-10,,No,10650.0,127800.0,2,1.0,2,Yes,45.0,3,37
110455,Employee110455,IT,IT Support,41,Female,Married,Associate Degree,MA,Springfield,2014-04-12,,No,4966.67,59600.0,4,1.0,2,Yes,1.9,0,40
103679,Employee103679,Pharmacy,Pharmacist,35,Male,Single,Bachelor's Degree,MA,Springfield,2015-06-25,,No,7833.33,94000.0,2,3.0,3,No,9.8,3,51
106391,Employee106391,Patient Support,Case Manager,28,Male,Married,Associate Degree,PA,Philadelphia,2014-11-09,,No,10133.33,121600.0,3,3.0,4,Yes,1.0,1,57
111268,Employee111268,RADIOLOGY,Radiologic Technologist,48,Male,Married,Bachelor's Degree,NY,Rochester,2017-09-25,,No,7000.0,84000.0,4,2.0,2,No,57.6,2,7
101329,Employee101329,Surgery,Surgeon,44,Female,Single,High School,NY,Albany,2022-03-21,,No,9558.33,114700.0,5,2.0,2,No,11.5,1,36
109646,Employee109646,IT,Network Engineer,36,Female,,,MA,Boston,2014-07-01,,No,5783.33,69400.0,2,,2,No,,0,64
108551,Employee108551,Human Resources,HR Generalist,31,Non-Binary,Divorced,Bachelor's Degree,PA,Philadelphia,2018-07-17,,No,4958.33,59500.0,3,3.0,3,No,36.1,2,42
110123,Employee110123,Surgery,Anesthesiologist,29,Male,Married,High School,PA,Allentown,2024-07-08,,No,9458.33,113500.0,2,1.0,2,Yes,76.2,0,41
106720,Employee106720,Administration,Records Clerk,38,Female,Single,Bachelor's Degree,NJ,Jersey City,2017-08-04,,No,5641.67,67700.0,3,3.0,3,No,4.3,3,37
113705,Employee113705,Pharmacy,Pharmacist,52,Female,Divorced,Doctorate,NJ,Trenton,2016-10-25,,No,10108.33,121300.0,2,4.0,3,No,1.0,4,35
109850,Employee109850,Human Resources,Benefits Coordinator,21,Female,Married,Bachelor's Degree,NJ,Jersey City,2014-10-13,,No,5600.0,67200.0,2,3.0,3,No,2.8,4,27
112950,Employee112950,Human Resources,HR Manager,29,Female,Married,Doctorate,NJ,Trenton,2023-03-05,,No,12475.0,149700.0,4,3.0,3,No,7.1,1,22
104153,Employee104153,Administration,Records Clerk,36,Female,Married,Master's Degree,NJ,Trenton,2020-06-25,,No,5400.0,64800.0,4,2.0,3,No,2.4,1,52
105330,Employee105330,Radiology,Radiologist,30,Male,Single,Bachelor's Degree,NY,Syracuse,2016-10-13,,No,11308.33,135700.0,2,3.0,4,No,1.0,3,23
103660,Employee103660,Surgery,Anesthesiologist,47,Male,Married,Bachelor's Degree,NJ,Newark,2024-05-12,,No,10291.67,123500.0,2,3.0,3,No,90.0,3,17
104611,Employee104611,Patient Support,Patient Coordinator,49,Male,Married,Master's Degree,NJ,Trenton,2023-10-20,,No,5516.67,66200.0,3,5.0,4,Yes,34.5,2,33
107070,Employee107070,Administration,Admin Assistant,50,Female,Single,Bachelor's Degree,NY,Syracuse,2022-02-11,,No,4816.67,57800.0,2,3.0,2,Yes,4.0,2,57
109195,Employee109195,Facilities,Maintenance Tech,31,Male,Single,Master's Degree,NJ,Jersey City,2017-08-18,,No,6008.33,72100.0,1,3.0,2,No,2.0,3,22
104723,Employee104723,Facilities,Facilities Manager,43,Female,Married,,NJ,Trenton,2020-06-22,,No,12416.67,149000.0,5,1.0,1,No,,4,34
113527,Employee113527,Finance,Financial Analyst,38,Male,Married,Bachelor's Degree,PA,Allentown,2016-12-10,,No,7825.0,93900.0,4,1.0,2,No,3.9,1,34
104386,Employee104386,IT,Network Engineer,29,Male,Divorced,High School,NY,Syracuse,2021-11-18,,No,6100.0,73200.0,3,3.0,3,No,18.6,3,14
112411,Employee112411,Human Resources,HR Manager,50,Female,Divorced,Associate Degree,NY,Albany,2014-01-27,,No,10925.0,131100.0,3,1.0,3,No,15.5,6,50
106377,Employee106377,Patient Support,Patient Coordinator,39,Female,Married,Master's Degree,NJ,Newark,2022-04-24,2022-11-20,Yes,5716.67,68600.0,3,3.0,3,No,8.6,3,18
114026,Employee114026,Emergency,ER Nurse,21,Male,Single,Associate Degree,NY,Buffalo,2015-02-18,,No,6283.33,75400.0,2,2.0,2,No,14.6,1,30
101562,Employee101562,Pharmacy,Pharmacy Technician,42,Female,Divorced,Associate Degree,NY,Rochester,2019-04-24,,No,5225.0,62700.0,3,2.0,3,Yes,1.0,4,22
106336,Employee106336,Patient Support,Case Manager,40,Male,Divorced,Bachelor's Degree,CT,Hartford,2014-09-03,,No,11300.0,135600.0,3,3.0,2,No,1.0,2,36
103522,Employee103522,Lab Services, Lab Technician  ,33,Female,Married,Bachelor's Degree,NY,Syracuse,2014-04-14,,No,5916.67,71000.0,4,4.0,2,No,29.3,1,0
112446,Employee112446,Patient Support,Patient Coordinator,38,Female,Divorced,Bachelor's Degree,CT,New Haven,2014-01-16,,No,5150.0,61800.0,4,2.0,4,No,24.0,3,42
102105,Employee102105,IT,IT Support,38,Female,Married,Master's Degree,PA,Pittsburgh,2017-04-28,,No,6016.67,72200.0,2,4.0,3,Yes,19.1,2,58
111978,Employee111978,Radiology,Radiologist,38,Female,Divorced,Associate Degree,CT,New Haven,2021-12-07,,No,9841.67,118100.0,2,5.0,2,No,3.2,2,29
112164,Employee112164,IT,Systems Analyst,29,Male,Married,Bachelor's Degree,MA,Springfield,2017-10-30,,No,7483.33,89800.0,2,4.0,3,No,28.8,0,41
103239,Employee103239,Patient Support,Patient Coordinator,51,Female,Married,Master's Degree,NJ,Jersey City,2016-06-09,,No,5750.0,69000.0,3,1.0,2,No,15.3,1,34
108346,Employee108346,IT,Data Analyst,45,Female,Divorced,Associate Degree,NY,Syracuse,2024-05-21,2025-02-14,Yes,7383.33,88600.0,3,2.0,3,No,26.0,1,33
108641,Employee108641,Administration,Admin Assistant,36,Female,Divorced,Bachelor's Degree,CT,Hartford,2025-11-10,,No,4558.33,54700.0,3,3.0,3,No,1.4,2,57
110744,Employee110744,Administration,Admin Assistant,39,Female,Divorced,Associate Degree,NJ,Trenton,2021-12-09,2023-07-19,Yes,4408.33,52900.0,1,2.0,4,No,4.9,2,17
102291,Employee102291,Patient Support,Case Manager,34,Female,Single,Associate Degree,PA,Philadelphia,2014-01-22,,No,10158.33,121900.0,2,2.0,1,No,4.3,3,33
108321,Employee108321,Human Resources,Benefits Coordinator,40,Male,Divorced,Bachelor's Degree,NY,Albany,2024-04-03,,No,4566.67,54800.0,3,2.0,4,No,2.7,2,43
106112,Employee106112,Radiology,Radiologist,38,Male,Divorced,Master's Degree,PA,Allentown,2015-07-21,,No,11900.0,142800.0,3,3.0,1,No,35.5,0,40
102157,Employee102157,Human Resources,HR Generalist,26,Male,,,NY,Syracuse,2020-01-24,2023-05-06,Yes,4458.33,53500.0,4,,1,Yes,,3,19
112216,Employee112216,Nursing,Staff Nurse,37,Female,Single,Bachelor's Degree,NJ,Newark,2014-10-17,,No,5800.0,69600.0,1,2.0,2,No,16.2,1,23
110657,Employee110657,Nursing,Nurse Practitioner,31,Female,Married,Bachelor's Degree,PA,Philadelphia,2024-08-25,,No,7208.33,86500.0,1,3.0,4,No,3.1,3,24
110727,Employee110727,Human Resources,Recruiter,22,Non-Binary,Single,High School,NY,Syracuse,2023-07-20,,No,4183.33,50200.0,3,4.0,2,Yes,2.7,4,10
107494,Employee107494,Pharmacy,Pharmacy Technician,37,Female,Divorced,Master's Degree,NY,Buffalo,2024-07-20,2025-06-26,Yes,5341.67,64100.0,3,1.0,4,Yes,2.4,1,16
104563,Employee104563,Surgery,Anesthesiologist,67,Female,Divorced,Master's Degree,PA,Philadelphia,2015-10-17,,No,11450.0,137400.0,2,2.0,3,No,2.8,0,29
104446,Employee104446,PATIENT SUPPORT,Patient Coordinator,41,Male,Married,Associate Degree,NJ,Trenton,2024-01-26,,No,4558.33,54700.0,3,2.0,2,Yes,1.9,3,8
103733,Employee103733,Surgery,Anesthesiologist,21,Female,Single,Associate Degree,CT,Stamford,2023-09-17,,No,9891.67,118700.0,2,5.0,2,Yes,2.2,4,26
106692,Employee106692,Patient Support,Patient Coordinator,30,Male,Married,Master's Degree,NY,Rochester,2025-11-18,,No,4908.33,58900.0,2,3.0,1,No,25.8,1,29
111053,Employee111053,Lab Services,Lab Technician,34,Male,Divorced,Associate Degree,NY,Rochester,2022-12-14,2025-10-03,Yes,4816.67,57800.0,2,2.0,3,No,34.8,1,27
110132,Employee110132,IT,Network Engineer,43,Male,Divorced,Bachelor's Degree,CT,New Haven,2018-09-10,,No,6191.67,74300.0,3,1.0,3,Yes,6.7,1,40
108208,Employee108208,Nursing,Nurse Practitioner,61,Female,Single,Associate Degree,NJ,Jersey City,2021-11-12,2022-08-27,Yes,6650.0,79800.0,3,3.0,3,Yes,1.8,1,26
111227,Employee111227,Administration,Admin Assistant,33,Female,Divorced,Bachelor's Degree,CT,Stamford,2024-02-24,,No,4166.67,50000.0,4,2.0,2,Yes,5.1,2,20
100155,Employee100155,Pharmacy,Pharmacist,21,Female,Single,Associate Degree,CT,Stamford,2017-12-06,,No,7550.0,90600.0,5,2.0,1,No,25.5,3,23
113131,Employee113131,Facilities,Maintenance Tech,37,Female,Single,Bachelor's Degree,MA,Springfield,2023-03-12,,No,4316.67,51800.0,2,2.0,3,No,26.7,2,41
100184,Employee100184,Nursing,Staff Nurse,29,Female,Married,Bachelor's Degree,CT,Hartford,2022-01-15,,No,6408.33,76900.0,3,1.0,4,No,1.3,2,13
104808,Employee104808,Nursing,Staff Nurse,23,Female,Divorced,Bachelor's Degree,CT,Stamford,2023-07-03,,No,5983.33,71800.0,4,3.0,5,No,6.6,2,28
108038,Employee108038,Radiology,Radiologist,61,Male,Single,Bachelor's Degree,NY,Rochester,2017-07-03,,No,10341.67,124100.0,2,2.0,4,No,17.2,1,6
105030,Employee105030,Patient Support,Case Manager,28,Female,Married,Associate Degree,PA,Pittsburgh,2023-01-12,,No,9508.33,114100.0,3,3.0,3,No,18.0,3,28
114574,Employee114574,Pharmacy,Pharmacy Technician,22,Female,Single,,NJ,Jersey City,2014-04-01,,No,6791.67,81500.0,3,3.0,2,No,,3,14
112814,Employee112814,Pharmacy,Pharmacist,54,Male,Single,Doctorate,PA,Allentown,2016-08-06,,No,9733.33,116800.0,4,3.0,2,No,15.5,1,0
106681,Employee106681,Administration,Office Manager,33,Male,Married,Master's Degree,PA,Pittsburgh,2022-12-06,2023-05-03,Yes,11233.33,134800.0,2,3.0,2,Yes,9.0,4,44
103661,Employee103661,Human Resources,HR Generalist,52,Female,Single,High School,MA,Boston,2023-12-24,2024-06-18,Yes,3125.0,37500.0,5,2.0,5,No,25.7,2,53
113303,Employee113303,IT,Data Analyst,43,Female,Married,Bachelor's Degree,MA,Boston,2020-07-11,,No,7500.0,90000.0,4,1.0,3,No,26.3,4,0
107487,Employee107487,Radiology,Radiologic Technologist,42,Female,Single,Associate Degree,MA,Springfield,2018-05-28,,No,5600.0,67200.0,3,3.0,2,No,1.0,3,28
105211,Employee105211,Lab Services,Phlebotomist,40,Male,Single,Master's Degree,NY,Rochester,2020-08-17,,No,5683.33,68200.0,4,3.0,2,No,7.2,5,28
107013,Employee107013,Nursing,Nurse Practitioner,43,Male,Divorced,Doctorate,NJ,Trenton,2020-01-25,,No,8783.33,105400.0,2,3.0,2,No,7.0,1,44
104804,Employee104804,IT,IT Support,40,Female,Divorced,Associate Degree,CT,Hartford,2025-03-20,2025-06-09,Yes,4016.67,48200.0,4,3.0,2,No,11.8,2,23
100400,Employee100400,Surgery,Surgeon,36,Female,Married,Bachelor's Degree,NY,Rochester,2019-04-14,,No,9983.33,119800.0,2,2.0,4,No,5.0,3,28
